Identifier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Risk.Score,Event.Count,Flag
Pipistrel-SINUS,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Piper-PA46-310P,0.0,0.0,0.0,5.0,0.0,2,5 or less events
Piper-PA-32-300T,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Piper-PA38,0.0,0.0,0.0,9.0,0.0,5,5 or less events
Piper-PA32-301,0.0,0.0,0.0,9.0,0.0,2,5 or less events
Piper-PA28R-201,0.0,0.0,0.0,6.0,0.0,2,5 or less events
Piper-PA-601,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Piper-PA-60-601,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Piper-PA-46-310,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Piper-PA-42-720,0.0,0.0,0.0,279.0,0.0,2,5 or less events
Piper-PA32R-300,0.0,0.0,0.0,8.0,0.0,2,5 or less events
Piper-J-2,0.0,0.0,0.0,4.0,0.0,3,5 or less events
STINSON-108 1,0.0,0.0,0.0,3.0,0.0,2,5 or less events
STINSON-SR-8B,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Swearingen-SA-26T,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Swearingen-SA227-AC,0.0,0.0,0.0,43.0,0.0,6,10 or less events
Swearingen-SA26-T,0.0,0.0,0.0,4.0,0.0,2,5 or less events
TEXTRON AVIATION INC-172,0.0,0.0,0.0,3.0,0.0,2,5 or less events
THRUSH AIRCRAFT INC-S2R-T660,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Taylorcraft-19,0.0,0.0,0.0,5.0,0.0,3,5 or less events
Taylorcraft-F21,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Texas Helicopter-M74A,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Texas Helicopter-OH-13E,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Texas Helicopter-OH-13H,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Texas Helicopter-OH-13H/M74A,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Travel Air-2000,0.0,0.0,0.0,3.0,0.0,2,5 or less events
UNIVERSAL STINSON-108-1,0.0,0.0,0.0,3.0,0.0,2,5 or less events
VASHON AIRCRAFT-RANGER R7,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Vans-VANS RV 8,0.0,0.0,0.0,3.0,0.0,2,5 or less events
WACO CLASSIC AIRCRAFT-YMF F5C,0.0,0.0,0.0,3.0,0.0,2,5 or less events
WACO CLASSIC AIRCRAFT-YMF-F5C,0.0,0.0,0.0,6.0,0.0,4,5 or less events
Zenair-ZENITH STOL CH 701,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Yakovlev-YAK-55M,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Weatherly-620TP,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Weatherly-201-B,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Waco-YMF5,0.0,0.0,0.0,5.0,0.0,2,5 or less events
Waco-UPF7,0.0,0.0,0.0,14.0,0.0,5,5 or less events
Swearingen-SA-227-AC,0.0,0.0,0.0,51.0,0.0,5,5 or less events
Waco-UIC,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Waco-AGC-8,0.0,0.0,0.0,7.0,0.0,2,5 or less events
WEATHERLY-620B,0.0,0.0,0.0,2.0,0.0,2,5 or less events
WEATHERLY-620,0.0,0.0,0.0,2.0,0.0,2,5 or less events
WEATHERLY-201B,0.0,0.0,0.0,2.0,0.0,2,5 or less events
WACO-YKS 7,0.0,0.0,0.0,3.0,0.0,2,5 or less events
WACO-SRE,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Waco-KNF,0.0,0.0,0.0,5.0,0.0,3,5 or less events
Swearingen-SA-226AT,0.0,0.0,0.0,6.0,0.0,4,5 or less events
Stinson-ST-75,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Stinson-L5,0.0,0.0,0.0,6.0,0.0,2,5 or less events
Schweizer-G164,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Schweizer-G-164D,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Schweizer-G-164B-600,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Schweizer-G-164,0.0,0.0,0.0,4.0,0.0,4,5 or less events
Schweizer-2-33-A,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Schleicher-K8B,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Schweizer-HUGHES 269C,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Schleicher-ASW-15,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Scheibe Flugzeugbau-BERGFALKE II-55,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Saab-fairchild-SF340A,0.0,0.0,0.0,11.0,0.0,2,5 or less events
SWEARINGEN-SA227 TT,0.0,0.0,0.0,6.0,0.0,2,5 or less events
SWEARINGEN-SA226TC,0.0,0.0,0.0,4.0,0.0,2,5 or less events
SWEARINGEN-SA226,0.0,0.0,0.0,30.0,0.0,6,10 or less events
STINSON-V77,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Schempp-hirth-VENTUS CM,0.0,0.0,0.0,2.0,0.0,2,5 or less events
STINSON-10A,0.0,0.0,0.0,5.0,0.0,2,5 or less events
Schweizer-SGS1-34,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Schweizer-SGU-2-22E,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Stearman-E-75,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Spartan-7W,0.0,0.0,0.0,6.0,0.0,3,5 or less events
Socata-TB200,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Socata-TB-9,0.0,0.0,0.0,10.0,0.0,4,5 or less events
Socata-TB 9 TAMPICO,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Snow-AT400,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Schweizer-SGS1-36,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Snow-AT-301,0.0,0.0,0.0,3.0,0.0,3,5 or less events
Sikorsky-UH-19D,0.0,0.0,0.0,3.0,0.0,3,5 or less events
Sikorsky-S-76,0.0,0.0,0.0,5.0,0.0,2,5 or less events
Short Brothers-SH-7,0.0,0.0,0.0,5.0,0.0,2,5 or less events
Short Brothers-SD3-60-200,0.0,0.0,0.0,35.0,0.0,3,5 or less events
Short Brothers-SD3-60,0.0,0.0,0.0,194.0,0.0,9,10 or less events
Short Brothers-SC.7,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Smyth-SIDEWINDER,0.0,0.0,0.0,2.0,0.0,2,5 or less events
GROB-WERKE-G 120A,0.0,0.0,0.0,2.0,0.0,2,5 or less events
PPHU EKOLOT-KR-030 TOPAZ,0.0,0.0,0.0,4.0,0.0,2,5 or less events
PIPER-PA28 - 181,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Hughes-500-D,0.0,0.0,0.0,6.0,0.0,3,5 or less events
IAI-1125,0.0,0.0,0.0,5.0,0.0,2,5 or less events
INIZIATIVE INDUSTRIALI ITALIAN-SKY ARROW 600 SPORT,0.0,0.0,0.0,2.0,0.0,2,5 or less events
JABIRU USA SPORT AIRCRAFT LLC-J250 SP,0.0,0.0,0.0,3.0,0.0,2,5 or less events
JABIRU-J230-SP,0.0,0.0,0.0,4.0,0.0,3,5 or less events
JOE SALOMONE-SUPER CUB SQ2,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Jackman-PITTS S-1S,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Kaman-HH-43B/F,0.0,0.0,0.0,3.0,0.0,2,5 or less events
L-BIRD LLC-CCX-2000,0.0,0.0,0.0,3.0,0.0,2,5 or less events
LEARJET-45,0.0,0.0,0.0,11.0,0.0,3,5 or less events
LEARJET-60,0.0,0.0,0.0,17.0,0.0,3,5 or less events
LOCKHEED-Stalker,0.0,0.0,0.0,0.0,0.0,2,5 or less events
Learjet-36A,0.0,0.0,0.0,11.0,0.0,2,5 or less events
Learjet-60,0.0,0.0,0.0,58.0,0.0,4,5 or less events
Let-L 33 SOLO,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Let-L-23,0.0,0.0,0.0,6.0,0.0,4,5 or less events
Lithuanian Factory Of Aviation-LAK-12,0.0,0.0,0.0,2.0,0.0,2,5 or less events
MCDONNELL DOUGLAS-DC-9-83,0.0,0.0,0.0,129.0,0.0,3,5 or less events
MCDONNELL DOUGLAS AIRCRAFT CO-MD-88,0.0,0.0,0.0,348.0,0.0,3,5 or less events
MCDONNELL DOUGLAS AIRCRAFT CO-MD 88,0.0,0.0,0.0,337.0,0.0,3,5 or less events
MAULE-MX 7-235,0.0,0.0,0.0,3.0,0.0,3,5 or less events
MAULE-MX 7,0.0,0.0,0.0,2.0,0.0,2,5 or less events
MAULE-MT-7-235,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Hughes-300C,0.0,0.0,0.0,8.0,0.0,5,5 or less events
MAULE-M-7-260,0.0,0.0,0.0,5.0,0.0,2,5 or less events
MAULE-M 7-260C,0.0,0.0,0.0,2.0,0.0,2,5 or less events
MAULE-M 7-235C,0.0,0.0,0.0,6.0,0.0,4,5 or less events
MAULE-M 7-235B,0.0,0.0,0.0,7.0,0.0,3,5 or less events
MAULE-M 7,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Luscombe-SL8,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Lockheed-L-1011-385,0.0,0.0,0.0,351.0,0.0,3,5 or less events
MAULE-M-4,0.0,0.0,0.0,6.0,0.0,3,5 or less events
Hughes-269D,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Howard Aircraft Corp.-DGA-15P,0.0,0.0,0.0,20.0,0.0,8,10 or less events
Hiller-UH12D,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Grumman American-G-1159,0.0,0.0,0.0,15.0,0.0,3,5 or less events
Grumman American-AG5B,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Grumman American-AA1,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Great Lakes-2T 1A,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Globe-9C-1B,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Glasflugel-STANDARD LIBELLE,0.0,0.0,0.0,3.0,0.0,3,5 or less events
Grumman-G-164-A,0.0,0.0,0.0,6.0,0.0,6,10 or less events
General Atomics-MQ-9,0.0,0.0,0.0,0.0,0.0,2,5 or less events
GULFSTREAM-GULFSTREAM200,0.0,0.0,0.0,15.0,0.0,3,5 or less events
GULFSTREAM-G200,0.0,0.0,0.0,12.0,0.0,2,5 or less events
GULFSTREAM AMERICAN CORP-AA-5B,0.0,0.0,0.0,4.0,0.0,2,5 or less events
GRUMMAN-G-164B,0.0,0.0,0.0,2.0,0.0,2,5 or less events
GRUMMAN-G-164,0.0,0.0,0.0,4.0,0.0,4,5 or less events
GRUMMAN AMERICAN AVN. CORP.-AA 5,0.0,0.0,0.0,6.0,0.0,3,5 or less events
GULFSTREAM-SCHWEIZER A/C CORP-GULFSTREAM,0.0,0.0,0.0,2.0,0.0,2,5 or less events
MCDONNELL DOUGLAS-MD-11F,0.0,0.0,0.0,10.0,0.0,4,5 or less events
Grumman-G-164C,0.0,0.0,0.0,3.0,0.0,3,5 or less events
HARRIS PIERCE-VELOCITY XL RG,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Hiller-H-23D,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Hiller-12C,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Hiller-12-E,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Hiller-12-C,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Helio-H295,0.0,0.0,0.0,9.0,0.0,4,5 or less events
Helio-H-800,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Grumman-G164-A,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Helio-H-395,0.0,0.0,0.0,12.0,0.0,5,5 or less events
Helio-H 295,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Helio-295,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Hawker Siddeley-DH-125-3A,0.0,0.0,0.0,10.0,0.0,2,5 or less events
HONDA AIRCRAFT CO LLC-HA-420,0.0,0.0,0.0,4.0,0.0,3,5 or less events
HEINLEIN GEORGE-GH125,0.0,0.0,0.0,2.0,0.0,2,5 or less events
HAWKER SIDDELEY-HS125,0.0,0.0,0.0,0.0,0.0,2,5 or less events
Helio-H-391B,0.0,0.0,0.0,9.0,0.0,6,10 or less events
PIPER-PA32-301FT,0.0,0.0,0.0,3.0,0.0,2,5 or less events
MCDONNELL DOUGLAS-MD-82,0.0,0.0,0.0,0.0,0.0,2,5 or less events
MCDONNELL DOUGLAS-MD80 - 80,0.0,0.0,0.0,250.0,0.0,4,5 or less events
NORTH AMERICAN-AT-6C,0.0,0.0,0.0,4.0,0.0,3,5 or less events
NORTH AMERICAN-AT-6F,0.0,0.0,0.0,4.0,0.0,2,5 or less events
NORTH AMERICAN-SNJ,0.0,0.0,0.0,7.0,0.0,4,5 or less events
New Standard-D-25,0.0,0.0,0.0,11.0,0.0,2,5 or less events
Nihon-YS-11,0.0,0.0,0.0,43.0,0.0,2,5 or less events
North American-NA-265-40,0.0,0.0,0.0,23.0,0.0,5,5 or less events
North American-NA-64,0.0,0.0,0.0,3.0,0.0,2,5 or less events
PACIFIC AEROSPACE CORP LTD-750XL,0.0,0.0,0.0,17.0,0.0,3,5 or less events
PDPS PZL-BIELSKO-SZD-55-1,0.0,0.0,0.0,2.0,0.0,2,5 or less events
PIAGGIO-P180,0.0,0.0,0.0,17.0,0.0,5,5 or less events
PIPER AIRCRAFT INC-PA46R,0.0,0.0,0.0,3.0,0.0,2,5 or less events
PIPER-AEROSTAR 601P,0.0,0.0,0.0,4.0,0.0,2,5 or less events
PIPER-J-3,0.0,0.0,0.0,3.0,0.0,2,5 or less events
PIPER-J3,0.0,0.0,0.0,2.0,0.0,3,5 or less events
PIPER-J3C-85,0.0,0.0,0.0,6.0,0.0,2,5 or less events
PIPER-J3F-65,0.0,0.0,0.0,3.0,0.0,2,5 or less events
PIPER-J3L,0.0,0.0,0.0,2.0,0.0,2,5 or less events
PIPER-PA18 - 150,0.0,0.0,0.0,3.0,0.0,2,5 or less events
PIPER-PA-60-602P,0.0,0.0,0.0,3.0,0.0,2,5 or less events
PIPER-PA-42,0.0,0.0,0.0,5.0,0.0,2,5 or less events
PIPER-PA-36-375,0.0,0.0,0.0,2.0,0.0,2,5 or less events
PIPER-PA-28-201T,0.0,0.0,0.0,4.0,0.0,3,5 or less events
PIPER-PA-28-150,0.0,0.0,0.0,2.0,0.0,2,5 or less events
NEW PIPER-PA46 350P,0.0,0.0,0.0,6.0,0.0,2,5 or less events
PIPER-PA-18A 150,0.0,0.0,0.0,11.0,0.0,9,10 or less events
PIPER-PA 34,0.0,0.0,0.0,12.0,0.0,5,5 or less events
PIPER-PA 28R,0.0,0.0,0.0,10.0,0.0,5,5 or less events
PIPER-PA 28-150,0.0,0.0,0.0,6.0,0.0,2,5 or less events
PIPER-PA 18A,0.0,0.0,0.0,8.0,0.0,4,5 or less events
PIPER-PA 17,0.0,0.0,0.0,4.0,0.0,2,5 or less events
PIPER-L-21B,0.0,0.0,0.0,3.0,0.0,2,5 or less events
PIPER-PA-18-160,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Morrisey-2150,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Mooney-M22,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Mooney-M20-F,0.0,0.0,0.0,6.0,0.0,3,5 or less events
Maule-M7,0.0,0.0,0.0,8.0,0.0,6,10 or less events
Maule-M5-235C,0.0,0.0,0.0,10.0,0.0,6,10 or less events
Maule-M4-220C,0.0,0.0,0.0,6.0,0.0,2,5 or less events
Maule-M4,0.0,0.0,0.0,9.0,0.0,5,5 or less events
Maule-M-7-235C,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Maule-M-6,0.0,0.0,0.0,14.0,0.0,5,5 or less events
Maule-M7-235C,0.0,0.0,0.0,4.0,0.0,3,5 or less events
Maule-M-5-180,0.0,0.0,0.0,3.0,0.0,2,5 or less events
MITSUBISHI-MU-2B-20,0.0,0.0,0.0,5.0,0.0,2,5 or less events
MEYERS INDUSTRIES INC-200A,0.0,0.0,0.0,2.0,0.0,2,5 or less events
MESSERSCHMITT-BOLKOW-BLOHM-BK 117 B-2,0.0,0.0,0.0,7.0,0.0,3,5 or less events
MD Helicopter Inc-MD 900,0.0,0.0,0.0,5.0,0.0,2,5 or less events
MCDONNELL DOUGLAS-MD90,0.0,0.0,0.0,276.0,0.0,3,5 or less events
MCDONNELL DOUGLAS-MD82,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Maule-M-4-210,0.0,0.0,0.0,5.0,0.0,2,5 or less events
MCDONNELL DOUGLAS-MD11 - F,0.0,0.0,0.0,6.0,0.0,3,5 or less events
Maule-MT-7-235,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Maule-MX7,0.0,0.0,0.0,7.0,0.0,5,5 or less events
Mooney-M-10,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Molino Oy-PIK-20B,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Mitsubishi-MU-2B-26,0.0,0.0,0.0,7.0,0.0,2,5 or less events
Mitsubishi-MU-2,0.0,0.0,0.0,6.0,0.0,2,5 or less events
Mcdonnell Douglas-MD80,0.0,0.0,0.0,268.0,0.0,2,5 or less events
Mcdonnell Douglas-MD11,0.0,0.0,0.0,80.0,0.0,3,5 or less events
Maule-MX-7-180A,0.0,0.0,0.0,5.0,0.0,3,5 or less events
Mcdonnell Douglas-MD-600,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Mcdonnell Douglas-DC-8-63F,0.0,0.0,0.0,13.0,0.0,3,5 or less events
Mcdonnell Douglas-DC-8-63,0.0,0.0,0.0,11.0,0.0,2,5 or less events
Mcdonnell Douglas-DC-8-61,0.0,0.0,0.0,310.0,0.0,3,5 or less events
Mcdonnell Douglas-DC-10-40,0.0,0.0,0.0,965.0,0.0,6,10 or less events
Mcdonnell Douglas-DC-10-10F,0.0,0.0,0.0,11.0,0.0,2,5 or less events
Maule-MX7-235,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Mcdonnell Douglas-DC10-10,0.0,0.0,0.0,393.0,0.0,2,5 or less events
BELL-206B3,0.0,0.0,0.0,4.0,0.0,2,5 or less events
de Havilland-DHC-2,0.0,0.0,0.0,7.0,0.0,4,5 or less events
AVIAT AIRCRAFT INC-A-1,0.0,0.0,0.0,4.0,0.0,3,5 or less events
BAE-JETSTREAM4100,0.0,0.0,0.0,32.0,0.0,2,5 or less events
AIR TRACTOR INC-AT 301,0.0,0.0,0.0,6.0,0.0,6,10 or less events
AYRES CORPORATION-S2R-G6,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Air & Space-18-A,0.0,0.0,0.0,5.0,0.0,3,5 or less events
BEECH-C 99,0.0,0.0,0.0,5.0,0.0,3,5 or less events
BEECH-95 B55,0.0,0.0,0.0,6.0,0.0,3,5 or less events
BAE-JETSTREAM3100,0.0,0.0,0.0,40.0,0.0,3,5 or less events
ATR-ATR72,0.0,0.0,0.0,178.0,0.0,9,10 or less events
Air Tractor-502,0.0,0.0,0.0,2.0,0.0,2,5 or less events
AIRBUS INDUSTRIE-A320 211,0.0,0.0,0.0,403.0,0.0,3,5 or less events
Atr-42,0.0,0.0,0.0,105.0,0.0,3,5 or less events
AIRBUS HELICOPTERS-EC 130,0.0,0.0,0.0,7.0,0.0,2,5 or less events
BELL HELICOPTER TEXTRON CANADA-206 L4,0.0,0.0,0.0,5.0,0.0,2,5 or less events
Aerospatiale-AS-350-BA,0.0,0.0,0.0,5.0,0.0,2,5 or less events
Air Tractor-AT 402,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Airship Industries-AIRSHIP 600,0.0,0.0,0.0,9.0,0.0,2,5 or less events
Aviat-A-1B,0.0,0.0,0.0,5.0,0.0,3,5 or less events
AVRO-146,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Aircraft Parts & Dev. Corp-A-9B,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Airbus Industrie-A320-211,0.0,0.0,0.0,607.0,0.0,5,5 or less events
AGUSTAWESTLAND-AW139,0.0,0.0,0.0,4.0,0.0,4,5 or less events
Aerospatiale-ATR-42,0.0,0.0,0.0,43.0,0.0,2,5 or less events
AIR TRACTOR-AT-402B,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Air Tractor-AT-300,0.0,0.0,0.0,3.0,0.0,3,5 or less events
BAGLEY CURTIS LYNN-RANS S-6S COYOTE II,0.0,0.0,0.0,3.0,0.0,2,5 or less events
AIR TRACTOR INC-AT 401,0.0,0.0,0.0,4.0,0.0,4,5 or less events
AMERICAN EUROCOPTER LLC-AS350B3,0.0,0.0,0.0,5.0,0.0,2,5 or less events
AIR TRACTOR INC-AT 802A,0.0,0.0,0.0,3.0,0.0,3,5 or less events
BEECH-E33A,0.0,0.0,0.0,5.0,0.0,3,5 or less events
American Champion-7GCAA,0.0,0.0,0.0,4.0,0.0,2,5 or less events
AIRBUS-A320 - 214,0.0,0.0,0.0,338.0,0.0,2,5 or less events
AIRBUS-A320-214,0.0,0.0,0.0,178.0,0.0,3,5 or less events
ANTONOV-AN2,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Aeronca-7FC,0.0,0.0,0.0,5.0,0.0,3,5 or less events
AVIAT AIRCRAFT INC-S 2C,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Aerospatiale-AS-355-F,0.0,0.0,0.0,11.0,0.0,3,5 or less events
AERO COMMANDER-112,0.0,0.0,0.0,2.0,0.0,2,5 or less events
American Legend-AL3,0.0,0.0,0.0,3.0,0.0,2,5 or less events
AIRBUS-A220,0.0,0.0,0.0,352.0,0.0,5,5 or less events
Aerotek-S-2A,0.0,0.0,0.0,6.0,0.0,2,5 or less events
AIRBUS-321,0.0,0.0,0.0,192.0,0.0,2,5 or less events
AIRBUS-A321-271N,0.0,0.0,0.0,331.0,0.0,3,5 or less events
ARADO-FLUGZEUGWERKE GMBH-FW190 A-5,0.0,0.0,0.0,2.0,0.0,2,5 or less events
AIR TRACTOR INC-AT-400,0.0,0.0,0.0,2.0,0.0,2,5 or less events
American-AA-1B,0.0,0.0,0.0,3.0,0.0,2,5 or less events
AIRBUS-A330 - 223,0.0,0.0,0.0,198.0,0.0,2,5 or less events
AIRBUS-A330-243,0.0,0.0,0.0,292.0,0.0,3,5 or less events
Aerospatiale-AS-355E,0.0,0.0,0.0,4.0,0.0,2,5 or less events
AIRBUS-A300,0.0,0.0,0.0,2.0,0.0,9,10 or less events
Airbus Industrie-A319-114,0.0,0.0,0.0,172.0,0.0,2,5 or less events
Aerospatiale-316B,0.0,0.0,0.0,7.0,0.0,3,5 or less events
BEECH-1900D,0.0,0.0,0.0,29.0,0.0,6,10 or less events
AERONCA-11CC,0.0,0.0,0.0,6.0,0.0,3,5 or less events
Aerospatiale-ATR-72,0.0,0.0,0.0,74.0,0.0,2,5 or less events
737-800,0.0,0.0,0.0,329.0,0.0,2,5 or less events
BEECH-A200,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Ayres-SR2-T34,0.0,0.0,0.0,2.0,0.0,2,5 or less events
BEECH-B 55,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Avid Aircraft-MARK IV,0.0,0.0,0.0,2.0,0.0,2,5 or less events
BEECH-A23 24,0.0,0.0,0.0,5.0,0.0,4,5 or less events
AERONCA-65C,0.0,0.0,0.0,3.0,0.0,2,5 or less events
Aerostar-600,0.0,0.0,0.0,8.0,0.0,2,5 or less events
AERONCA-7DC,0.0,0.0,0.0,5.0,0.0,3,5 or less events
AVIAT AIRCRAFT INC-A 1,0.0,0.0,0.0,5.0,0.0,4,5 or less events
Airbus Industrie-A-320-211,0.0,0.0,0.0,262.0,0.0,2,5 or less events
Ayres-S2R-G6,0.0,0.0,0.0,5.0,0.0,5,5 or less events
BAE-AVRO146RJ,0.0,0.0,0.0,16.0,0.0,3,5 or less events
AGUSTA AEROSPACE CORP-AW119 MKII,0.0,0.0,0.0,4.0,0.0,2,5 or less events
Air Tractor-AT-501,0.0,0.0,0.0,2.0,0.0,2,5 or less events
Aviat-PITTS S-2B,0.0,0.0,0.0,6.0,0.0,4,5 or less events
Ayres-S2R600,0.0,0.0,0.0,2.0,0.0,2,5 or less events
AVIAT AIRCRAFT INC-A-1C,0.0,0.0,0.0,8.0,0.0,5,5 or less events
Airbus Industrie-A300-600,0.0,0.0,0.0,360.0,0.0,2,5 or less events
Beech-F17D,0.0,0.0,1.0,1.0,100.0,2,5 or less events
AIR TRACTOR-AT401,0.0,0.0,1.0,2.0,100.0,4,5 or less events
Beech-A-24-R,0.0,0.0,1.0,3.0,100.0,2,5 or less events
MOONEY AIRCRAFT CORP.-M20S,0.0,0.0,1.0,4.0,100.0,3,5 or less events
EUROCOPTER-AS350 B3,0.0,0.0,1.0,3.0,100.0,2,5 or less events
Beech-B55B,0.0,0.0,1.0,4.0,100.0,3,5 or less events
ENSTROM-F 28C,0.0,0.0,1.0,2.0,100.0,2,5 or less events
AIRBUS INDUSTRIE-A330-323,0.0,0.0,1.0,612.0,100.0,2,5 or less events
ICON-A5,0.0,0.0,1.0,3.0,100.0,2,5 or less events
WEATHERLY AVIATION CO INC-620A,0.0,0.0,1.0,1.0,100.0,2,5 or less events
Cessna-180C,0.0,0.0,1.0,15.0,100.0,9,10 or less events
Beech-D50E,0.0,0.0,1.0,1.0,100.0,2,5 or less events
PIPER-PA 18A 150,0.0,0.0,1.0,14.0,100.0,8,10 or less events
Hiller-UH12C,0.0,0.0,1.0,2.0,100.0,2,5 or less events
AIR TRACTOR INC-AT-402A,0.0,0.0,1.0,1.0,100.0,2,5 or less events
EUROCOPTER-AS355,0.0,0.0,1.0,1.0,100.0,2,5 or less events
Aeronca-65-TL,0.0,0.0,1.0,1.0,100.0,2,5 or less events
Intermountain Mfg. (imco)-CALLAIR A-9,0.0,0.0,1.0,5.0,100.0,4,5 or less events
AIRBUS-320,0.0,0.0,1.0,281.0,100.0,2,5 or less events
JUST AIRCRAFT LLC-HIGHLANDER,0.0,0.0,1.0,2.0,100.0,2,5 or less events
Aerospatiale-SA315B LAMA,0.0,0.0,1.0,1.0,100.0,2,5 or less events
CESSNA-T210J,0.0,0.0,1.0,1.0,100.0,2,5 or less events
Ayres-S2R-T65,0.0,0.0,1.0,1.0,100.0,2,5 or less events
Aero Commander-CALLAIR A-9B,0.0,0.0,1.0,6.0,100.0,7,10 or less events
ENSTROM-F 28F,0.0,0.0,1.0,2.0,100.0,2,5 or less events
Glasflugel-H 301 B LIBELLE,0.0,0.0,1.0,1.0,100.0,2,5 or less events
Hiller-UH-12,0.0,0.0,1.0,4.0,100.0,2,5 or less events
PIPER-PA 15,0.0,0.0,1.0,1.0,100.0,2,5 or less events
CESSNA-680,0.0,0.0,1.0,28.0,100.0,7,10 or less events
EUROCOPTER DEUTSCHLAND GMBH-MBB-BK 117 C-2,0.0,0.0,1.0,12.0,100.0,4,5 or less events
Lancair-LC41,0.0,0.0,1.0,2.0,100.0,3,5 or less events
Hiller-UH-12-E,0.0,0.0,1.0,1.0,100.0,2,5 or less events
Fairchild-SA-227,0.0,0.0,1.0,30.0,100.0,4,5 or less events
ROLLADEN-SCHNEIDER OHG-LS3-A,0.0,0.0,1.0,1.0,100.0,2,5 or less events
Beech-B-55,0.0,0.0,1.0,5.0,100.0,4,5 or less events
